Прізвище,Релігія,Примітка
Щербина,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Яворський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ягода,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ядвига,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Яковенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Яковлєв,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Яненко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Янькевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Яренчук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Яровой,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ястремський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Яцук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Бабійчук,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Даниленко,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Дореновський,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Зубрицький,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Коханський,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Кривошей,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Лищенко,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Тхорницький,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Ціопка,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Іудов,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Кравченко,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Дьяченко,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Запорожець,,Держсторожка (Розсохуватка) та лісові дачі Каленичукова і Зарубний (обидві - Глибочок) і Кульбідова сад Колонія гр.Шу
Дереновський,,х.Курманське
Дубина,,х.Курманське
Заславський,,х.Курманське
Лановський,,х.Курманське
Лисоконь,,х.Курманське
Семенець,,х.Курманське
Ткачук,,х.Курманське
Хозицький,,х.Курманське
Шостаковський,,х.Курманське
Зозуля,,х.Курманське
Коваль,,х.Курманське
Николенко,,х.Курманське
Шевченко,,х.Курманське
Барановський,,Садиба гр.Шувалова при м.Тальном
Блюма,,Садиба гр.Шувалова при м.Тальном
Бойко,,Садиба гр.Шувалова при м.Тальном
Брендель,,Садиба гр.Шувалова при м.Тальном
Волков,,Садиба гр.Шувалова при м.Тальном
Гончар,,Садиба гр.Шувалова при м.Тальном
Горащенко,,Садиба гр.Шувалова при м.Тальном
Євтушенко,,Садиба гр.Шувалова при м.Тальном
Іванов,,Садиба гр.Шувалова при м.Тальном
Кадубенко,,Садиба гр.Шувалова при м.Тальном
Колосовський,,Садиба гр.Шувалова при м.Тальном
Колтуненко,,Садиба гр.Шувалова при м.Тальном
Кривонос,,Садиба гр.Шувалова при м.Тальном
Крутоусов,,Садиба гр.Шувалова при м.Тальном
Кузьминський,,Садиба гр.Шувалова при м.Тальном
Кулик,,Садиба гр.Шувалова при м.Тальном
Линник,,Садиба гр.Шувалова при м.Тальном
Малькевич,,Садиба гр.Шувалова при м.Тальном
Науменко,,Садиба гр.Шувалова при м.Тальном
Недбайло,,Садиба гр.Шувалова при м.Тальном
Никитенко,,Садиба гр.Шувалова при м.Тальном
Пащенко,,Садиба гр.Шувалова при м.Тальном
Перцевий,,Садиба гр.Шувалова при м.Тальном
Ребчинський,,Садиба гр.Шувалова при м.Тальном
Ткаченко,,Садиба гр.Шувалова при м.Тальном
Филипенко,,Садиба гр.Шувалова при м.Тальном
Фон Дервіз,,Садиба гр.Шувалова при м.Тальном
Хозицький,,Садиба гр.Шувалова при м.Тальном
Чернікєн,,Садиба гр.Шувалова при м.Тальном
Чорний,,Садиба гр.Шувалова при м.Тальном
Осипенко,,Садиба гр.Шувалова при м.Тальном
Осичнюк,,Садиба гр.Шувалова при м.Тальном
Остапенко,,Садиба гр.Шувалова при м.Тальном
Радченко,,Садиба гр.Шувалова при м.Тальном
Савченко,,Садиба гр.Шувалова при м.Тальном
Федоренко,,Садиба гр.Шувалова при м.Тальном
Хмара,,Садиба гр.Шувалова при м.Тальном
Чернов,,Садиба гр.Шувалова при м.Тальном
Чечель,,Садиба гр.Шувалова при м.Тальном
Шуст,,Садиба гр.Шувалова при м.Тальном
Скалозуб,,Садиба гр.Шувалова при м.Тальном
Войнаровський,,економія і х.Лисая гора
Вудод,,економія і х.Лисая гора
Гупаленко,,економія і х.Лисая гора
Желєзняк,,економія і х.Лисая гора
Журовський,,економія і х.Лисая гора
Завєрняєв,,економія і х.Лисая гора
Зубович,,економія і х.Лисая гора
Кваша,,економія і х.Лисая гора
Ковтуненко,,економія і х.Лисая гора
Коцюбинський,,економія і х.Лисая гора
Кравець,,економія і х.Лисая гора
Лисиця,,економія і х.Лисая гора
Манжос,,економія і х.Лисая гора
Нєлєн,,економія і х.Лисая гора
Ольховецький,,економія і х.Лисая гора
Пашковський,,економія і х.Лисая гора
Пізнюр,,економія і х.Лисая гора
Погребняк,,економія і х.Лисая гора
Рейтеровський,,економія і х.Лисая гора
Рудницький,,економія і х.Лисая гора
Сабадаш,,економія і х.Лисая гора
Сердюков,,економія і х.Лисая гора
Середа,,економія і х.Лисая гора
Сіденко,,економія і х.Лисая гора
Сорочинський,,економія і х.Лисая гора
Студинський,,економія і х.Лисая гора
Тарадай,,економія і х.Лисая гора
Таран,,економія і х.Лисая гора
Трушевич,,економія і х.Лисая гора
Филипенко,,економія і х.Лисая гора
Филипов,,економія і х.Лисая гора
Хміль,,економія і х.Лисая гора
Хмілюк,,економія і х.Лисая гора
Цілинський,,економія і х.Лисая гора
Чернишенко,,економія і х.Лисая гора
Штемплевський,,економія і х.Лисая гора
Ягмінович,,економія і х.Лисая гора
Влас(е)нко,,економія і х.Лисая гора
Бурковецький,,економія і х.Лисая гора
Ягода,,економія і х.Лисая гора
Мамієнко,,економія і х.Лисая гора
Кулинич,,економія і х.Лисая гора
Гоцик,,економія і х.Лисая гора
Поліщук,,економія і х.Лисая гора
Москаленко,,економія і х.Лисая гора
Василенко,,х.Погібна
Лінчевський,,х.Погібна
Роєцький,,х.Погібна
Вариго,,Парки м.Тального гр.Шу
Василенко,,Парки м.Тального гр.Шу
Голятовський,,Парки м.Тального гр.Шу
Гончар,,Парки м.Тального гр.Шу
Гончарик,,Парки м.Тального гр.Шу
Григоренко,,Парки м.Тального гр.Шу
Гученко,,Парки м.Тального гр.Шу
Зозульчук,,Парки м.Тального гр.Шу
Ковтун,,Парки м.Тального гр.Шу
Кулибаба,,Парки м.Тального гр.Шу
Прокопович,,Парки м.Тального гр.Шу
Свідерський,,Парки м.Тального гр.Шу
Сливницький,,Парки м.Тального гр.Шу
Цибулько,,Парки м.Тального гр.Шу
Носенко,,Парки м.Тального гр.Шу
Яковенко,,Парки м.Тального гр.Шу
Безродний,,х.Одая
Гупал,,х.Одая
Завєрняєв,,х.Одая
Івасенко,,х.Одая
Кімлик,,х.Одая
Колеснюк,,х.Одая
Мульченко,,х.Одая
Паршук,,х.Одая
Политович,,х.Одая
Соловеєнко,,х.Одая
Суббатович,,х.Одая
Цимбалюк,,х.Одая
Червінський,,х.Одая
Шостаковський,,х.Одая
Яровой,,х.Одая
Гульченко,,х.Одая
Івченко,,х.Одая
Гуцал,,х.Одая
Бабенко,,х.Одая
Лядецький,,х.Левада
Адаменко,,Економія і млин гр.П.П.Шувалова
Бєлінський,,Економія і млин гр.П.П.Шувалова
Зима,,Економія і млин гр.П.П.Шувалова
Рибак,,Економія і млин гр.П.П.Шувалова
Турчак,,Економія і млин гр.П.П.Шувалова
Бойко,,Економія і млин гр.П.П.Шувалова
Муленко,,Економія і млин гр.П.П.Шувалова
Банделюк,,Економія Гречковая
Березовський,,Економія Гречковая
Гарник,,Економія Гречковая
Гопак,,Економія Гречковая
Данченко,,Економія Гречковая
Демянчук,,Економія Гречковая
Жипакович,,Економія Гречковая
Жураковський,,Економія Гречковая
Кревенко,,Економія Гречковая
Лавричук,,Економія Гречковая
Малиновський,,Економія Гречковая
Мамалиженко,,Економія Гречковая
Мачевський,,Економія Гречковая
Перерва,,Економія Гречковая
Перцель,,Економія Гречковая
Погребняк,,Економія Гречковая
Прусенко,,Економія Гречковая
Усатенко,,Економія Гречковая
Царенко,,Економія Гречковая
Чабан,,Економія Гречковая
Швець,,Економія Гречковая
Шевченко,,Економія Гречковая
Бурковецький,,Економія Гречковая
Олейник,,
Білявський,,
Фелицький,,
Салогуб,,
Чубань,,
Маляренко,,
Панчишин,,
Палажченко,,
Зозуля,,
Вовник,,
Новицький,,
Гончарук,,
Вільчинський,,
Сиваченко,,
Плаксій,,
Копил,,
Заверталюк,,
Пічка,,
Середенко,,
Воронов,,
Корчемний,,
Долгополий,,
Кармеліт,,
Циба,,
Смілянець,,
Видра,,
Бондаренко,,
Тхорницький,,
Суббота,,
Ткаченко,,
Кукуруза,,
Стеценко,,
Луценко,,
Марковський,,
Кузьмін,,
Литвин,,
Гречка,,
Візиченко,,
Маринченко,,
Красилевський,,
Крисенко,,
Рибак,,
Кривошеєнко,,
Сукуренко,,
Панасійчук,,
Хмара,,
Волков,,
Карман,,
Гончарук,,
Островський,,
Радченко,,
Бабенко,,
Мельниченко,,
Тихолаз,,
Хоменко,,
Кравцов,,
Мельник,,
Каплюченко,,
Сидоренко,,
Каплюченко-Сидоренко,,
Уденко,,
Шпичка,,
Сухонос,,
Бурлаченко,,
Смирнов,,
Куліш,,
Панченко,,
Столп,,
Бабенко-Корнієнко,,
Ярошенко,,
Кашоєдов,,
Словіковський,,
Карнос,,
Кашоєд,,
Дубина,,
Маринченко,,
Дійчак,,
Тонковид,,
Дробот,,
Хмельницький,,
Ленда,,
Кравченко,,
Осишнюк,,
Марковський,,
Кашоїд,,
Бабін,,
Оксентієнко,,
Гончаренко,,
Андрущенко,,
Андрущак,,
Спиридонов,,
Булгаков,,
Безпалий-Бурлак,,
Кривонос,,
Кривонос-Білгородський,,
Клементовський,,
Чарторийський,,
Ізбінський,,
Зятіна,,
Байдюк,,
Добржанський,,
Горбенко,,
Осипов,,
Кучеренко,,
Кухаренко,,
Олянчук,,
Змієвський,,
Поліщук,,
Курлюк,,
Кицюк,,
Кухта,,
Колянковський,,
Колтуненко,,
Іщенко,,
Шатолюк,,
Шатилюк,,
Шереметинський,,
Гордієнко,,
Линник,,
Гилевич,,
Мясоєдов,,
Добровольський,,
Криволапенко,,
Приворський,,
Шевченко,,
Калиновський,,
Ортинський,,
Болотов,,
Кондратюк,,
Богданович,,
Найдун,,
Чернявський,,
Радченко,,
Штанлей,,
Вишатицький,,
Недогода,,
Чупрун,,
Плахотовський,,
Маковський,,
Гуля,,
Токар,,
Дорошенко,,
Карпінський,,
Вдовиченко,,
Мошинський,,
Книш,,
Суббота,,
Рябов,,
Козланчук,,
Заволока,,
Габінський,,
Ковтун,,
Тверітінов,,
Козьменко,,
Собко,,
Кононенко,,
Фіщенко,,
Добржанський,,
Овсіковський,,
Недогода,,
Піддубняк,,
Яковлєв,,
Войцеховський,,
Кулик,,
Триндюк,,
Острокоморець,,
Козирський,,
Жерелюк,,
Щербина,,
Онішевський,,
Трохимович,,
Шевченко,,
Чуєнко,,
Григорович,,
Якимов,,
Гилевич,,
Заткалик,,
Гомелюк,,
Трембіцький,,
Черевань,,
Ржепецький,,
Назаров,,
Прудиус,,
Барський,Католики,
Бомченко,Католики,
Боржковський,Католики,
Вавровський,Католики,
Винярський,Католики,
Вишатицький,Католики,
Гербст,Католики,
Гертіх,Католики,
Гилевич,Католики,
Гілевич,Католики,
Деор'ян,Католики,
Дібельд,Католики,
Доманський,Католики,
Заремба,Католики,
Зволінський,Католики,
Зубович,Католики,
Івановський,Католики,
Карпінський,Католики,
Квятковський,Католики,
Кедржинський,Католики,
Кідржинський,Католики,
Корнелевський,Католики,
Коцюбинський,Католики,
Кравченко,Католики,
Крам,Католики,
Лічбинський,Католики,
Мазуркевич,Католики,
Медвєдський,Католики,
Мелявський,Католики,
Міллєр,Католики,
Невяровський,Католики,
Нёселовський,Католики,
Ніжинський,Католики,
Осмяловський,Католики,
Перцель,Католики,
Піотровський,Католики,
Поржицький,Католики,
Прево,Католики,
Пушновський,Католики,
Пуштик,Католики,
Равіцький,Католики,
Романовський,Католики,
Сарнавський,Католики,
Ставицький,Католики,
Старжик,Католики,
Статкевич,Католики,
Стемпльовський,Католики,
Степінський,Католики,
Трачевський,Католики,
Шабат,Католики,
Шостаковський,Католики,
Ясінський,Католики,
Брендель,Лютерани,
Вайгель,Лютерани,
Гертіх,Лютерани,
Дібельд,Лютерани,
Єнні,Лютерани,
Крам,Лютерани,
Лінде,Лютерани,
Піфке,Лютерани,
Фон-Марнітц,Лютерани,
Шостаковський,Лютерани,
Уколов,Старообряд,
Безпалов,Старообряд,
Венсан,Реформати,
Мірзаянс,Вірмено-григоріанці,
Казарьянс,Вірмено-григоріанці,
Абіданов,Іудеї,
Аксенфельд,Іудеї,
Аморкін,Іудеї,
Антоновський,Іудеї,
Бершадський,Іудеї,
Бичуцький,Іудеї,
Бланк,Іудеї,
Брон,Іудеї,
Будін,Іудеї,
Бутельков,Іудеї,
Бутовецький,Іудеї,
Вартовий,Іудеї,
Векслер,Іудеї,
Велівельський,Іудеї,
Владімірський,Іудеї,
Волинець,Іудеї,
Волинський,Іудеї,
Гернер,Іудеї,
Глуховський,Іудеї,
Гольдштейн,Іудеї,
Горбонос,Іудеї,
Гофман,Іудеї,
Гохман,Іудеї,
Грац,Іудеї,
Гутгарц,Іудеї,
Давідовський,Іудеї,
Дашавський,Іудеї,
Дувідовський,Іудеї,
Дукельський,Іудеї,
Дяковой,Іудеї,
Ельбурт,Іудеї,
Житомирський,Іудеї,
Замський,Іудеї,
Зінденбан,Іудеї,
Злотко,Іудеї,
Ідельсон,Іудеї,
Ішльський,Іудеї,
Каган,Іудеї,
Капелушнік,Іудеї,
Капелюшнік,Іудеї,
Клейман,Іудеї,
Клігман,Іудеї,
Ковалєвський,Іудеї,
Коренман,Іудеї,
Креймар,Іудеї,
Левінтон,Іудеї,
Левіцький,Іудеї,
Лєбєдєв,Іудеї,
Лінчук,Іудеї,
Мазур,Іудеї,
Манастирський,Іудеї,
Марьясін,Іудеї,
Межеріцький,Іудеї,
Міропольський,Іудеї,
Могилевський,Іудеї,
Натанзон,Іудеї,
Неміровський,Іудеї,
Нєжний,Іудеї,
Новоміський,Іудеї,
Ойхман,Іудеї,
Ольховой,Іудеї,
Островський,Іудеї,
Пакентрігер,Іудеї,
Письменний,Іудеї,
Платінський,Іудеї,
Погребінський,Іудеї,
Пріблуда,Іудеї,
Рабінович,Іудеї,
Рапопорт,Іудеї,
Рєзніков,Іудеї,
Ройтбурд,Іудеї,
Ройтман,Іудеї,
Рубчинський,Іудеї,
Рудой,Іудеї,
Сербін,Іудеї,
Сєновський,Іудеї,
Сквірський,Іудеї,
Скоблінський,Іудеї,
Смоленський,Іудеї,
Соколовський,Іудеї,
Татков,Іудеї,
Тепліцький,Іудеї,
Тетельбойм,Іудеї,
Толчинський,Іудеї,
Трахтинберг,Іудеї,
Тукот,Іудеї,
Туркот,Іудеї,
Фінкель,Іудеї,
Фішгал,Іудеї,
Фішов,Іудеї,
Хавуля,Іудеї,
Ханирко,Іудеї,
Хортік,Іудеї,
Храпко,Іудеї,
Шейнфельд,Іудеї,
Шмульович,Іудеї,
Шомір,Іудеї,
Штейсель,Іудеї,
Яланський,Іудеї,
Відерпєльц,Іудеї,
Головатий,Іудеї,
Туркот,Іудеї,
Авруцький,Іудеї,
Адас,Іудеї,
Адес,Іудеї,
Азрілевич,Іудеї,
Арбетман,Іудеї,
Архангородський,Іудеї,
Бадат,Іудеї,
Бадьян,Іудеї,
Балацов,Іудеї,
Балтакса,Іудеї,
Барабаш,Іудеї,
Баран,Іудеї,
Баранчук,Іудеї,
Барембойм,Іудеї,
Барер,Іудеї,
Барлан,Іудеї,
Бейнип,Іудеї,
Бердичевський,Іудеї,
Березань,Іудеї,
Бєж,Іудеї,
Біленький,Іудеї,
Бляхер,Іудеї,
Бортник,Іудеї,
Браверман,Іудеї,
Бріф,Іудеї,
Броверман,Іудеї,
Бродський,Іудеї,
Брох,Іудеї,
Будлик,Іудеї,
Будміський,Іудеї,
Бар,Іудеї,
Бідерман,Іудеї,
Білинький,Іудеї,
Богатирський,Іудеї,
Бондарєв,Іудеї,
Борлін,Іудеї,
Буднік,Іудеї,
Будовецький,Іудеї,
Бурак,Іудеї,
Бурило,Іудеї,
Бурилов,Іудеї,
Бурлака,Іудеї,
Бурлаков,Іудеї,
Бутвіновський,Іудеї,
Вайзберг,Іудеї,
Вайзман,Іудеї,
Вайнштейн,Іудеї,
Вайсберг,Іудеї,
Варембут,Іудеї,
Варенбут,Іудеї,
Вербовський,Іудеї,
Верещак,Іудеї,
Вибєр,Іудеї,
Видра,Іудеї,
Відерпельць,Іудеї,
Вільфанд,Іудеї,
Вінер,Іудеї,
Вінокур,Іудеї,
Вітрогон,Іудеї,
Водовозов,Іудеї,
Волковиський,Іудеї,
Волтман,Іудеї,
Ворушит,Іудеї,
Галицький,Іудеї,
Гарштейн,Іудеї,
Гейдман,Іудеї,
Герштейн,Іудеї,
Гільбург,Іудеї,
Гінзберг,Іудеї,
Глєхман,Іудеї,
Гляхман,Іудеї,
Гойхман,Іудеї,
Голдштейн,Іудеї,
Головатий,Іудеї,
Голосорока,Іудеї,
Голтфайн,Іудеї,
Голштейн,Іудеї,
Гольберг,Іудеї,
Гольдберг,Іудеї,
Гольтфайн,Іудеї,
Гольфан,Іудеї,
Гольховой,Іудеї,
Горбатов,Іудеї,
Горбіч,Іудеї,
Гордин,Іудеї,
Горенштейн,Іудеї,
Горошит,Іудеї,
Граковський,Іудеї,
Грановський,Іудеї,
Грибинець,Іудеї,
Грінберг,Іудеї,
Гуверник,Іудеї,
Гудесблат,Іудеї,
Гурбатов,Іудеї,
Гурович,Іудеї,
Гусак,Іудеї,
Гутман,Іудеї,
Гушиницький,Іудеї,
Дашевський,Іудеї,
Двохбабний,Іудеї,
Двухбабний,Іудеї,
Дех,Іудеї,
Дінштейн,Іудеї,
Долгій,Іудеї,
Долгонос,Іудеї,
Дорожинський,Іудеї,
Дрантивий,Іудеї,
Дрантливий,Іудеї,
Дрань,Іудеї,
Дубовний,Іудеї,
Духовний,Іудеї,
Ейпер,Іудеї,
Екшнір,Іудеї,
Ельман,Іудеї,
Ельфа,Іудеї,
Ерліхман,Іудеї,
Ефман,Іудеї,
Ефтер,Іудеї,
Єрусалимський,Іудеї,
Жубрик,Іудеї,
Жуковський,Іудеї,
Забран,Іудеї,
Забранний,Іудеї,
Загребельський,Іудеї,
Зактрегер,Іудеї,
Заліс,Іудеї,
Замараний,Іудеї,
Замаховський,Іудеї,
Заморанний,Іудеї,
Заславський,Іудеї,
Затучний,Іудеї,
Здровляк,Іудеї,
Зелінський,Іудеї,
Зельдіч,Іудеї,
Зельцер,Іудеї,
Зідман,Іудеї,
Златка,Іудеї,
Злотченко,Іудеї,
Золотарь,Іудеї,
Зубрік,Іудеї,
Зубріков,Іудеї,
Зуі/нтний,Іудеї,
Зятковський,Іудеї,
Інделіс,Іудеї,
Інделіш,Іудеї,
Іцкаєр,Іудеї,
Калицький,Іудеї,
Калінов,Іудеї,
Каліновський,Іудеї,
Кальницький,Іудеї,
Кантер,Іудеї,
Капустін,Іудеї,
Карачунський,Іудеї,
Кауфман,Іудеї,
Кельманс,Іудеї,
Китайгородський,Іудеї,
Кленберг,Іудеї,
Кнур,Іудеї,
Коберник,Іудеї,
Кобринський,Іудеї,
Когут,Іудеї,
Козирський,Іудеї,
Козоріз,Іудеї,
Колінець,Іудеї,
Комаров,Іудеї,
Константіновський,Іудеї,
Корецький,Іудеї,
Корсунський,Іудеї,
Корчемний,Іудеї,
Косеновський,Іудеї,
Косогляд,Іудеї,
Косой,Іудеї,
Котик,Іудеї,
Котляр,Іудеї,
Кочержинський,Іудеї,
Кошоватський,Іудеї,
Краснобродський,Іудеї,
Крейзман,Іудеї,
Кременецький,Іудеї,
Кречевський,Іудеї,
Крогоцький,Іудеї,
Кроцький,Іудеї,
Крупнік,Іудеї,
Крутогус,Іудеї,
Крючков,Іудеї,
Куберник,Іудеї,
Кулинець,Іудеї,
Купцан,Іудеї,
Куриць,Іудеї,
Кушнір,Іудеї,
Лавіт,Іудеї,
Ладижинський,Іудеї,
Лазебнік,Іудеї,
Лазевнік,Іудеї,
Ласкало,Іудеї,
Латишевський,Іудеї,
Лащівкер,Іудеї,
Левіт,Іудеї,
Леговина,Іудеї,
Лейбер,Іудеї,
Лейбович,Іудеї,
Лейдерман,Іудеї,
Лейзор,Іудеї,
Лейкехман,Іудеї,
Лейкіхман,Іудеї,
Летучий,Іудеї,
Лєбєдін,Іудеї,
Лєрсман,Іудеї,
Лєрцман,Іудеї,
Лисогор,Іудеї,
Лисянський,Іудеї,
Лібер,Іудеї,
Ліберзон,Іудеї,
Лівітер,Іудеї,
Ліпіс,Іудеї,
Ліпунець,Іудеї,
Лірсман,Іудеї,
Літвак,Іудеї,
Літвін,Іудеї,
Лойбер,Іудеї,
Лоцик,Іудеї,
Лукачевський,Іудеї,
Лурик,Іудеї,
Лучковський,Іудеї,
Любовний,Іудеї,
Людвінський,Іудеї,
Люрік,Іудеї,
Люріков,Іудеї,
Ляскало,Іудеї,
Магділ,Іудеї,
Макієвський,Іудеї,
Малий,Іудеї,
Мандель,Іудеї,
Маняк,Іудеї,
Маркман,Іудеї,
Мармур,Іудеї,
Медведик,Іудеї,
Межибожський,Іудеї,
Мережаний,Іудеї,
Мерсон,Іудеї,
Мешман,Іудеї,
Мєльніков,Іудеї,
Мичнік,Іудеї,
Мільграм,Іудеї,
Молдавський,Іудеї,
Моргуліс,Іудеї,
Мосенжнік,Іудеї,
Московський,Іудеї,
Мошуровський,Іудеї,
Мучник,Іудеї,
Натензон,Іудеї,
Ненадох,Іудеї,
Непом'ящий,Іудеї,
Ніколаєвський,Іудеї,
Обсушений,Іудеї,
Олєнь,Іудеї,
Олін,Іудеї,
Ольшаницький,Іудеї,
Орлік,Іудеї,
Отерений,Іудеї,
Охман,Іудеї,
Очеретяний,Іудеї,
Павлінський,Іудеї,
Пекарь,Іудеї,
Печений,Іудеї,
Пещанський,Іудеї,
Поволоцький,Іудеї,
Подгаєць,Іудеї,
Подгаєцький,Іудеї,
Подкамінський,Іудеї,
Подолюка,Іудеї,
Пожарний,Іудеї,
Покидайло,Іудеї,
Полєвой,Іудеї,
Полиновський,Іудеї,
Полинський,Іудеї,
Полонський,Іудеї,
Поляков,Іудеї,
Портной,Іудеї,
Постирнак,Іудеї,
Прітула,Іудеї,
Прокобовський,Іудеї,
Пупко,Іудеї,
Пучков,Іудеї,
П'ятигорський,Іудеї,
Радосельський,Іудеї,
Разіль,Іудеї,
Райхер,Іудеї,
Раковський,Іудеї,
Рапапорт,Іудеї,
Різник,Іудеї,
Річка,Іудеї,
Розенфельд,Іудеї,
Розеншляк,Іудеї,
Розінський,Іудеї,
Романовський,Іудеї,
Рубінчик,Іудеї,
Рувінський,Іудеї,
Руть,Іудеї,
Салідор,Іудеї,
Сапожнік,Іудеї,
Сапожніков,Іудеї,
Сафрон,Іудеї,
Седлер,Іудеї,
Селецький,Іудеї,
Семидубський,Іудеї,
Сирота,Іудеї,
Скалозуб,Іудеї,
Скляр,Іудеї,
Слуцький,Іудеї,
Соболь,Іудеї,
Сокол,Іудеї,
Соловей,Іудеї,
Солодкий,Іудеї,
Солодуха,Іудеї,
Солоп,Іудеї,
Сорока,Іудеї,
Сорокопуд,Іудеї,
Сошевиць,Іудеї,
Спектор,Іудеї,
Стародубкський,Іудеї,
Столяр,Іудеї,
Сурелаз,Іудеї,
Суролаз,Іудеї,
Сухолитка,Іудеї,
Талянський,Іудеї,
Таранов,Іудеї,
Тарасюк,Іудеї,
Толмацький,Іудеї,
Томбак,Іудеї,
Тровецький,Іудеї,
Тродлер,Іудеї,
Тублін,Іудеї,
Туніцький,Іудеї,
Туріян,Іудеї,
Уманський,Іудеї,
Учитель,Іудеї,
Фавер,Іудеї,
Фаєрман,Іудеї,
Файнерман,Іудеї,
Файнлейб,Іудеї,
Фаньголт,Іудеї,
Фаньгольт,Іудеї,
Фінькель,Іудеї,
Фіняревський,Іудеї,
Фірер,Іудеї,
Фішгалт,Іудеї,
Фішгол,Іудеї,
Фрідман,Іудеї,
Фурман,Іудеї,
Ханирпа,Іудеї,
Харашун,Іудеї,
Хашмаш,Іудеї,
Хілер,Іудеї,
Хусет,Іудеї,
Цупрун,Іудеї,
Чайкун,Іудеї,
Чернобильський,Іудеї,
Човник,Іудеї,
Чорний,Іудеї,
Чудак,Іудеї,
Шагульський,Іудеї,
Шамрай,Іудеї,
Шапошнік,Іудеї,
Шаргородський,Іудеї,
Шарнопольський,Іудеї,
Шатроватий,Іудеї,
Шварцман,Іудеї,
Шведкий,Іудеї,
Шедлер,Іудеї,
Шерстовий,Іудеї,
Шидлер,Іудеї,
Школьнік,Іудеї,
Шлотар,Іудеї,
Шлотерман,Іудеї,
Шнейдер,Іудеї,
Шойлер,Іудеї,
Шойфет,Іудеї,
Шпектор,Іудеї,
Шпільман,Іудеї,
Штейберг,Іудеї,
Штейнберг,Іудеї,
Штурман,Іудеї,
Шубінський,Іудеї,
Шумський,Іудеї,
Юрик,Іудеї,
Яблуновський,Іудеї,
Яновський,Іудеї,
Яревський,Іудеї,
Бабанський,Іудеї,
Бабінський,Іудеї,
Барда,Іудеї,
Безбрецов,Іудеї,
Березянський,Іудеї,
Біленький,Іудеї,
Валах,Іудеї,
Гольбурт,Іудеї,
Двухпольний,Іудеї,
Добров,Іудеї,
Догаткій,Іудеї,
Долгополий,Іудеї,
Зелдіч,Іудеї,
Зубатий,Іудеї,
Козаков,Іудеї,
Кругляк,Іудеї,
Куць,Іудеї,
Лапскер,Іудеї,
Мекетінський,Іудеї,
Микетінський,Іудеї,
Ніжній,Іудеї,
Рахман,Іудеї,
Славський,Іудеї,
Торботрас,Іудеї,
Хабут,Іудеї,
Херсонський,Іудеї,
Ципрун,Іудеї,
Чернобельський,Іудеї,
Штеренберг,Іудеї,
Штур,Іудеї,
Кімель,Іудеї,
Потєряний,Іудеї,
Лембергський,Іудеї,
Гренадєр,Іудеї,
Німчик,Іудеї,
Глуховський,Іудеї,
Бершадський,Іудеї,
Бутовецький,Іудеї,
Векслер,Іудеї,
Волинський,Іудеї,
Глуховський,Іудеї,
Горбонос,Іудеї,
Гохман,Іудеї,
Дувідовський,Іудеї,
Злотко,Іудеї,
Каган,Іудеї,
Капелюшнік,Іудеї,
Клейман,Іудеї,
Лінчук,Іудеї,
Мазур,Іудеї,
Міропольський,Іудеї,
Могилевський,Іудеї,
Натанзон,Іудеї,
